v2,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149,leader
2508,2,1,2,9,2,9,2,5,30,4,4,3,2,2,4,2,1,1,2,5,1,1,0,3,1,0,0,5,5,1,5,5,1,1,5,1,5,3,4,5,23,5,5,0,5,5,0,1,10,5,0,0,1,5,5,5,1,5,4,2,2,1,5,3,2,1,1,1,1,1,1,1,1,1,10,8,8,8,1,1,9,90,5,1,5,1,1,8,3,5,1,2,1,1,1,5,1,1,5,1,1,5,5,5,1,5,5,5,5,5,1,3,1,8,1,2,1,3,3,1,2,1,2,1,1,1,1,5,0,0,3,2,1,1,0,50,91,91,1,2,0,2,1,1,1,0
2509,0,8,2,9,2,9,2,3,40,2,4,1,8,2,8,2,3,1,6,5,5,2,8,4,1,0,0,5,5,1,5,5,1,1,5,1,9,2,4,5,33,5,5,0,8,1,0,1,10,5,0,0,1,1,1,8,9,3,3,1,1,1,5,1,1,5,1,1,5,1,1,1,1,1,30,1,0,3,8,8,0,90,5,5,0,1,1,8,3,5,5,0,1,1,1,5,1,8,1,5,1,1,1,1,5,1,5,1,1,1,1,3,2,8,2,1,1,2,1,1,1,1,1,3,1,1,1,1,2,2,2,1,5,1,0,96,80,91,1,1,2,5,4,2,1,0
2510,2,8,2,2,2,1,2,8,90,4,3,8,8,2,8,4,3,5,4,5,8,8,0,4,1,0,0,5,5,8,8,8,8,5,0,1,2,3,8,5,12,6,5,0,5,1,0,5,91,0,8,5,1,5,5,5,5,2,3,1,1,1,5,4,1,5,8,0,8,8,0,1,1,2,30,8,1,3,1,1,9,98,8,1,8,8,2,8,8,5,5,0,1,1,1,5,1,1,8,8,1,1,1,1,5,8,1,8,1,5,8,2,2,2,4,2,2,4,2,1,1,3,2,3,1,2,1,5,0,9,8,1,5,2,0,96,50,91,1,5,0,5,5,2,1,0
2511,1,8,2,2,2,1,2,1,90,2,3,2,3,2,3,2,3,5,6,5,5,8,0,8,1,0,0,1,8,5,1,1,5,5,0,8,0,2,9,5,10,6,5,0,8,5,0,1,10,1,0,0,1,5,5,8,9,2,2,1,4,1,3,4,1,5,4,1,5,4,1,5,1,2,10,8,8,8,8,1,9,90,5,5,0,2,2,3,2,5,1,1,1,1,1,5,1,1,1,8,1,5,5,5,1,5,8,5,5,1,1,2,8,2,5,2,5,2,2,1,1,2,2,3,2,2,1,1,2,1,2,2,1,5,70,10,91,91,2,5,0,5,2,2,1,0
2512,2,8,2,3,2,9,2,8,30,4,4,8,8,8,8,8,8,5,9,5,5,1,0,3,1,0,0,5,8,1,1,1,8,5,0,2,0,3,9,5,31,1,5,0,5,1,0,1,30,5,0,0,1,5,5,5,8,3,2,1,1,2,2,1,2,1,1,2,5,1,2,1,8,2,98,8,8,8,8,8,0,0,8,8,8,8,3,3,8,5,5,0,1,1,1,5,8,8,5,8,8,5,5,5,1,8,5,5,5,8,8,1,8,0,8,2,3,3,3,1,8,3,2,3,2,2,1,5,0,9,3,2,1,3,50,96,10,91,1,2,0,5,1,2,1,0
2513,2,8,2,3,2,9,2,3,90,1,3,8,4,8,4,8,1,1,2,5,5,1,0,8,1,0,0,5,5,1,5,5,1,1,1,1,5,1,3,5,31,9,5,0,5,1,0,1,10,5,0,0,1,5,5,5,1,9,2,1,2,1,5,2,1,5,3,1,5,3,1,5,1,1,10,8,8,8,8,8,0,90,8,5,0,1,1,8,2,1,1,1,1,5,1,5,1,1,1,5,1,5,5,5,1,5,5,5,5,5,5,6,2,2,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,9,1,4,0,96,20,91,1,1,2,5,5,2,1,0
2514,3,8,2,1,2,1,2,1,10,2,4,2,3,8,3,8,1,1,2,5,1,3,8,3,5,5,3,5,5,1,5,5,8,1,1,1,1,2,2,5,33,5,5,0,5,1,0,1,80,1,0,0,1,5,5,5,5,6,3,1,2,1,5,2,1,5,1,1,5,1,2,1,8,2,98,6,5,8,5,1,9,50,1,1,5,1,8,8,8,5,1,2,1,1,1,5,1,1,1,8,1,5,5,5,1,5,5,5,5,5,5,8,0,2,5,2,5,1,2,1,1,1,2,2,2,2,1,1,2,2,2,1,1,1,30,80,91,91,1,5,0,5,3,1,1,0
2515,3,3,2,9,2,9,2,6,50,2,4,1,4,8,4,8,2,5,3,5,5,1,0,4,1,0,0,1,5,1,1,5,1,1,5,1,7,3,8,5,31,3,5,0,5,5,0,1,30,5,0,0,1,5,1,5,9,4,2,1,1,2,1,1,2,8,1,2,1,1,2,5,1,2,30,3,5,8,5,2,9,90,1,1,1,1,1,8,3,5,1,2,1,5,1,5,1,1,5,1,1,5,5,5,1,5,5,5,5,5,5,2,1,2,5,2,1,2,1,1,2,3,3,3,2,3,2,1,1,1,1,2,1,1,0,80,91,91,1,5,0,5,2,1,1,0
2516,3,3,2,1,2,9,2,0,50,4,4,4,2,2,3,2,2,1,2,5,5,1,0,4,1,0,0,1,5,1,1,5,1,5,0,2,0,3,4,5,10,6,5,0,5,5,0,1,10,1,0,0,5,5,5,5,5,2,2,1,1,4,1,1,4,1,1,4,1,1,4,5,1,2,10,3,5,8,1,1,9,90,1,5,0,1,2,8,4,5,5,0,1,1,1,1,1,5,5,8,1,1,5,5,1,5,5,5,5,5,5,1,2,0,1,1,5,3,2,1,2,3,1,1,1,1,2,1,1,1,1,2,1,1,80,40,91,91,1,5,0,5,5,1,1,0
2517,1,3,2,1,2,9,2,6,70,4,4,1,8,8,8,1,1,8,0,1,1,8,0,4,1,0,0,5,5,1,8,8,5,5,0,2,0,4,7,8,31,9,5,0,8,5,0,5,91,0,2,5,5,8,5,8,8,1,3,8,1,3,1,1,3,1,8,0,1,1,4,1,1,4,98,8,8,8,8,2,9,0,8,1,8,8,8,8,4,5,1,3,1,5,8,8,5,5,8,5,8,8,5,5,1,5,5,5,8,5,5,8,0,8,8,2,3,3,3,1,2,1,8,2,1,2,2,1,1,0,1,1,5,1,0,96,50,91,1,5,0,5,1,2,2,0
2518,3,3,2,9,2,9,2,6,20,3,4,2,3,2,8,2,2,5,4,5,5,1,0,4,1,0,0,1,5,8,1,5,5,5,0,8,0,2,1,5,32,9,1,2,5,1,0,5,91,0,8,5,1,5,1,5,9,9,3,2,8,0,1,1,2,5,1,2,1,1,2,1,1,2,98,8,5,8,1,1,9,98,1,5,0,1,1,8,3,5,5,0,1,5,1,1,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,6,8,2,5,1,5,2,2,1,1,2,2,2,1,2,1,1,2,2,1,2,1,1,70,50,91,91,3,5,0,5,5,2,1,0
2519,1,3,2,9,2,4,2,1,90,3,3,3,1,2,3,2,3,2,9,5,1,1,0,4,1,0,0,1,1,5,1,1,5,5,0,2,0,5,9,2,11,8,5,0,8,5,0,8,91,0,0,0,1,1,1,1,0,3,2,1,4,2,2,4,2,8,4,3,1,4,3,1,1,1,10,6,8,7,8,2,9,90,5,5,0,1,3,1,4,8,8,0,1,1,1,1,5,5,5,5,1,5,5,5,1,5,5,5,5,8,1,1,8,0,2,1,3,2,2,1,2,2,2,3,3,3,2,1,1,1,1,3,5,3,80,20,91,91,2,5,0,5,2,2,1,0
2520,2,1,2,9,2,9,2,1,10,2,4,3,2,3,3,3,1,5,3,5,5,1,0,4,1,0,0,1,1,5,1,5,5,1,1,2,0,1,3,5,31,3,1,2,1,0,1,1,20,5,0,0,1,5,1,1,1,4,2,1,2,1,8,2,1,5,2,1,5,2,1,5,1,1,30,3,1,1,0,1,9,0,1,5,0,2,1,9,4,1,5,0,1,5,1,5,5,5,5,1,1,5,5,5,1,5,5,5,5,5,5,2,1,8,2,1,5,1,1,8,8,3,1,1,3,1,1,1,7,2,3,9,5,5,0,40,91,91,2,2,0,2,4,1,1,0
2521,2,1,2,1,2,1,2,1,30,4,4,2,3,2,2,1,2,5,3,5,8,1,0,4,1,0,0,5,5,1,1,1,5,5,0,2,0,1,9,5,31,3,1,2,5,5,0,5,91,0,6,5,5,5,5,5,5,4,3,2,4,1,5,4,1,5,4,1,8,4,1,5,1,2,10,3,5,1,0,1,9,0,5,1,1,2,1,8,2,1,5,0,1,1,1,5,1,1,1,1,1,5,5,5,1,8,5,5,5,1,1,8,0,2,2,2,2,1,2,1,2,2,3,2,2,3,1,1,2,1,3,2,1,5,0,20,91,91,1,1,2,5,2,1,1,0
2522,1,1,2,9,2,1,2,1,90,2,1,4,2,2,2,2,3,5,4,5,5,1,0,4,8,0,0,5,5,5,1,1,5,5,0,8,0,2,9,5,31,5,1,8,8,1,0,1,10,5,0,0,1,5,8,5,5,2,3,1,4,1,3,4,1,1,4,1,1,4,1,5,1,2,10,8,8,3,8,1,9,90,8,8,8,8,1,5,2,5,5,0,1,1,1,5,8,1,1,1,1,5,5,5,1,5,5,5,5,5,1,1,8,0,8,1,2,3,2,1,1,2,2,8,3,2,1,1,2,2,2,2,1,3,20,30,91,91,2,5,0,5,1,2,1,0
2523,1,1,2,9,2,8,2,1,10,4,4,3,8,8,8,8,1,5,3,5,5,1,0,2,1,0,0,1,1,5,1,1,5,5,0,3,0,5,9,5,12,9,5,0,5,1,0,5,91,0,6,5,5,5,1,5,9,4,2,1,2,3,5,2,3,5,2,3,5,2,3,5,1,8,30,2,1,3,8,1,9,0,8,8,8,2,2,1,4,1,3,8,1,1,1,5,1,1,1,5,1,5,5,5,1,5,5,5,5,5,5,1,8,0,5,1,3,2,3,2,2,3,2,2,3,2,2,1,1,1,1,3,1,5,50,10,20,91,1,5,0,5,4,2,1,0
2524,1,1,2,1,2,9,2,8,60,2,4,8,1,2,1,2,1,8,0,8,5,1,0,4,1,0,0,1,5,5,1,5,5,5,0,2,0,5,5,5,24,6,5,0,5,5,0,1,10,1,0,0,1,1,5,5,9,9,2,1,8,0,1,4,3,5,4,2,5,4,2,5,1,8,98,8,8,8,8,8,0,98,8,8,8,1,1,8,3,5,8,0,1,1,1,5,1,1,1,1,1,5,5,5,1,5,5,5,5,1,8,1,2,0,5,3,3,9,3,2,2,3,3,3,2,8,2,1,1,9,1,2,1,3,10,96,50,91,1,2,0,8,2,2,1,0
2525,1,1,2,9,2,7,2,8,0,2,4,8,4,2,8,2,1,1,1,8,8,1,0,4,1,0,0,1,5,8,8,8,1,5,0,8,0,2,4,5,21,9,5,0,5,5,0,5,91,0,8,8,1,5,5,5,8,9,2,8,5,0,1,8,0,8,8,0,8,8,0,1,2,8,98,8,8,8,8,1,9,98,1,8,1,2,8,8,4,5,8,0,1,5,1,8,8,5,8,8,5,8,5,8,1,8,5,5,8,1,1,8,0,7,5,4,5,2,2,1,8,8,3,2,2,2,2,1,1,1,1,3,1,1,50,91,95,91,1,5,0,5,5,1,1,0
2526,1,1,2,9,2,1,2,1,90,1,3,2,3,2,3,2,1,5,4,5,5,1,0,4,1,0,0,1,1,5,1,1,5,5,0,2,0,1,9,5,33,3,5,0,5,1,0,1,20,5,0,0,5,5,5,5,5,3,4,1,3,1,2,3,2,5,3,2,5,3,2,5,1,1,30,1,0,8,1,1,9,98,5,8,1,1,1,5,8,5,5,0,1,8,1,1,5,1,5,1,8,8,8,1,1,5,5,5,5,5,8,2,8,5,2,1,1,1,1,1,1,8,2,8,2,2,1,1,2,2,2,1,5,3,0,20,91,91,9,1,9,5,5,1,1,0
2527,3,1,2,2,2,2,2,7,50,4,4,8,3,2,3,2,1,1,2,5,1,1,0,4,1,0,0,5,5,1,5,5,8,5,0,1,1,3,4,5,21,1,5,0,5,5,0,1,10,8,0,0,1,5,5,8,1,1,2,1,1,3,4,1,2,1,1,3,1,1,3,1,1,2,30,8,8,8,1,8,0,30,1,5,0,2,1,8,3,5,5,0,5,5,1,5,1,5,1,8,8,5,5,1,1,1,5,5,1,5,5,8,0,1,1,3,5,3,2,1,1,3,8,3,8,2,1,1,2,9,3,1,1,5,40,96,80,91,1,5,0,5,3,2,1,0
2528,3,1,2,3,2,9,2,8,0,4,4,4,4,2,4,2,3,5,4,5,5,1,0,4,1,0,0,5,5,5,5,5,5,5,0,2,0,4,7,5,33,1,5,0,5,5,0,1,10,5,0,0,1,5,5,8,1,9,2,1,5,0,1,1,2,5,5,0,8,5,0,5,1,2,30,8,8,8,1,1,9,90,5,8,1,1,2,8,3,5,5,0,1,1,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,1,2,8,1,5,1,5,2,3,2,2,1,4,2,3,1,2,5,0,1,1,1,5,1,30,80,91,91,1,5,0,5,3,1,1,0
2529,2,1,2,5,2,1,2,6,20,1,4,4,8,3,8,8,1,2,9,8,1,2,5,2,1,0,0,1,5,1,1,5,1,1,5,1,7,3,4,5,11,5,5,0,5,5,0,5,91,0,4,5,8,5,5,5,5,4,4,2,8,0,1,4,2,1,4,2,1,8,0,1,1,2,10,8,8,8,8,8,0,90,5,5,0,2,8,1,3,1,1,3,1,5,1,1,1,8,5,5,8,5,5,5,1,5,5,5,5,5,5,2,1,1,4,1,5,3,2,8,1,2,3,3,2,3,1,1,2,2,3,1,1,1,80,40,91,91,1,1,2,5,4,1,1,0
2530,1,1,2,5,2,9,2,6,90,1,2,1,3,2,4,2,3,8,0,5,5,1,0,1,1,0,0,1,5,1,8,5,1,1,1,1,2,1,4,5,10,4,5,0,1,0,5,1,20,8,0,0,1,5,1,1,9,2,2,1,1,1,1,1,1,5,1,1,5,1,1,5,1,1,10,3,8,7,8,2,3,0,5,8,5,1,1,8,2,5,5,0,1,1,1,5,1,1,8,1,1,5,5,5,1,5,5,5,5,5,8,8,0,2,5,2,2,3,2,1,1,3,1,3,3,3,1,5,0,0,3,1,5,2,0,96,40,91,1,2,0,5,1,2,1,0
2531,1,1,1,1,2,1,1,6,10,4,4,1,2,2,1,2,3,5,9,5,5,2,5,3,1,0,0,5,5,5,1,1,5,5,0,2,0,3,3,5,32,2,5,0,5,1,0,1,30,5,0,0,1,5,8,1,9,3,3,1,1,1,5,1,2,5,1,1,5,1,1,5,1,2,30,3,1,3,1,1,9,50,5,1,5,1,1,8,2,1,1,1,1,1,1,5,1,5,5,5,1,5,5,5,1,1,5,5,5,1,1,1,1,0,2,1,1,2,1,1,1,3,3,1,2,2,1,1,2,2,2,1,1,5,0,10,91,91,1,1,1,1,1,1,1,0
2532,0,1,1,1,2,9,1,6,60,4,2,1,2,1,3,1,1,5,9,5,5,2,8,2,1,0,0,5,1,5,1,5,5,1,1,1,5,2,4,5,10,3,5,0,1,0,5,1,10,5,0,0,5,5,5,5,1,4,4,2,3,1,5,4,2,1,1,2,1,1,1,1,1,2,20,8,1,2,5,1,9,0,1,1,1,2,2,3,4,5,1,1,1,5,1,1,5,1,5,5,5,5,5,5,1,5,5,5,5,5,5,1,8,0,2,1,5,1,3,2,2,3,2,3,3,3,2,5,0,0,3,2,1,4,70,20,91,91,1,1,1,5,1,1,1,0
2533,1,1,1,1,2,8,1,1,90,2,3,2,3,2,3,2,1,5,3,5,5,1,0,4,1,0,0,1,1,5,1,1,5,5,0,1,2,2,4,5,32,8,1,2,5,5,0,1,30,1,0,0,5,5,5,5,5,9,3,1,1,2,1,2,1,5,1,2,5,1,2,5,1,2,30,8,8,7,5,8,0,0,8,1,1,1,2,2,3,5,5,0,1,5,5,1,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,6,2,4,1,1,2,3,2,1,1,2,3,8,3,2,2,1,1,1,1,3,5,3,50,30,91,91,1,5,0,5,2,1,1,0
2534,2,3,1,1,2,8,1,7,90,1,3,1,2,1,3,8,8,1,2,1,1,1,0,2,1,0,0,5,5,1,5,5,1,1,1,1,7,1,4,5,11,5,5,0,1,0,5,1,20,5,0,0,1,1,8,5,8,3,1,1,3,1,5,2,1,5,3,1,5,3,1,5,1,3,91,6,1,1,0,1,9,90,1,8,1,2,1,8,2,8,1,4,1,1,1,5,1,1,1,1,1,5,5,5,1,5,1,1,5,5,1,2,1,1,2,1,1,1,2,1,2,1,1,1,2,1,2,5,0,9,1,1,1,1,70,91,96,91,3,5,0,9,5,2,1,0
2535,0,3,1,1,2,2,1,8,90,3,3,1,1,2,1,2,3,1,2,5,5,2,3,2,5,9,2,1,1,5,1,1,5,1,1,1,5,1,1,2,10,3,5,0,5,1,0,5,91,0,2,5,1,5,1,5,1,4,2,1,1,1,8,2,2,5,1,3,5,1,2,5,1,2,30,6,1,1,0,1,9,60,1,1,1,1,2,8,2,5,5,0,1,5,1,1,5,1,5,1,1,5,5,5,1,5,5,5,5,5,5,3,1,1,1,1,5,2,1,1,2,4,4,8,2,3,2,5,0,9,1,1,5,2,20,30,91,91,1,2,0,5,1,1,1,0
2536,3,1,1,5,2,1,1,1,90,1,3,3,1,2,3,1,1,5,4,5,5,1,0,3,1,0,0,1,1,5,1,1,5,5,0,2,0,3,4,5,33,3,1,2,5,5,0,5,91,0,5,1,5,5,5,5,1,9,2,1,2,3,1,1,3,5,2,1,5,3,1,5,1,3,98,3,8,1,0,8,0,98,8,1,5,2,2,8,2,5,5,0,5,5,8,1,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,6,1,1,5,1,3,3,2,2,2,3,3,3,3,3,1,5,0,0,3,2,1,5,0,30,91,91,1,2,0,5,2,1,1,0
2537,2,1,1,2,2,1,1,3,10,4,4,3,4,2,3,2,1,5,4,5,5,3,3,4,5,1,2,5,5,1,5,5,1,1,5,1,2,2,1,5,33,1,5,0,5,5,0,1,30,5,0,0,1,1,1,5,9,5,4,2,1,1,5,3,1,5,1,1,5,2,1,5,1,2,30,8,1,1,0,2,1,10,1,1,5,1,1,8,2,5,5,0,1,1,1,5,1,1,1,1,1,5,5,5,1,5,5,5,5,5,5,3,1,2,5,1,1,3,1,1,1,2,1,2,1,1,2,1,1,1,1,1,5,2,0,40,91,91,1,5,0,5,2,1,1,0
2538,1,1,1,1,2,8,1,6,90,3,1,2,2,2,4,1,1,5,3,5,5,3,1,1,1,0,0,1,1,5,1,1,5,1,1,1,1,2,4,1,33,3,1,1,5,5,0,5,91,0,5,5,1,5,5,5,5,4,2,1,1,2,8,1,2,1,1,3,5,1,2,8,1,4,0,2,8,2,9,2,1,0,1,8,1,2,3,4,4,1,1,3,5,5,5,1,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,6,2,2,2,1,1,1,2,8,2,2,4,4,3,2,2,5,0,1,3,4,5,4,80,30,40,91,1,2,0,5,1,2,1,0
2539,0,2,8,1,2,1,1,6,60,4,4,8,3,2,2,4,1,5,4,5,5,2,3,3,1,0,0,1,1,5,1,1,5,1,5,1,7,3,2,5,32,0,5,0,8,5,0,8,91,0,0,0,1,5,5,5,8,4,3,1,2,2,1,2,2,5,2,3,1,2,2,1,1,8,10,8,8,8,8,1,9,0,5,8,1,2,1,8,2,5,8,0,1,1,1,8,5,5,5,8,1,5,5,5,1,5,5,5,5,5,1,6,2,2,5,2,2,1,2,1,1,3,3,3,3,4,1,5,0,2,2,1,1,3,0,50,91,91,1,1,1,2,3,1,1,0
2540,2,2,3,3,2,1,1,5,90,2,3,3,3,4,3,8,1,5,3,5,5,1,0,2,1,0,0,1,5,5,5,5,8,8,0,2,0,1,4,5,11,3,5,0,5,1,0,1,98,8,0,0,1,5,5,5,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98,8,1,8,1,1,9,0,8,1,1,1,2,2,3,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,2,0,5,1,1,1,1,2,2,3,3,2,2,2,2,1,1,1,1,3,1,1,50,40,91,91,1,5,0,3,5,2,1,0
2541,2,1,3,1,2,3,1,1,90,4,2,3,2,2,2,2,1,5,3,5,5,1,0,3,1,0,0,1,1,5,1,1,5,1,1,1,2,3,3,5,32,3,5,0,5,5,0,1,10,5,0,0,5,5,5,5,1,2,2,1,1,1,1,8,0,1,1,2,1,1,2,1,1,4,91,8,8,7,8,2,3,0,1,1,1,1,3,4,4,5,1,1,1,5,8,1,5,5,5,5,8,5,5,5,1,5,5,5,5,5,5,6,2,1,1,2,5,1,2,2,2,1,2,3,4,2,2,1,1,0,3,3,1,5,50,10,40,91,2,9,0,9,1,2,1,0
2542,2,8,2,3,2,1,1,8,10,4,1,3,8,2,8,1,1,5,3,1,1,1,0,2,1,0,0,5,5,1,1,1,1,5,0,2,0,4,7,8,33,6,5,0,5,5,0,5,91,0,2,1,1,5,5,5,1,4,3,1,2,1,1,1,1,1,1,1,5,1,1,5,1,1,20,8,8,8,8,1,9,90,5,1,5,1,3,8,3,5,5,0,1,1,1,5,5,1,1,8,1,5,5,5,5,5,5,5,5,1,1,6,1,1,4,2,3,1,2,1,1,2,3,3,2,2,2,5,0,0,1,3,1,1,50,96,50,91,1,5,0,5,1,2,1,0
2543,1,8,2,2,2,1,1,7,30,4,4,3,8,8,8,8,1,8,0,5,8,1,0,4,1,0,0,5,5,1,8,8,8,5,0,2,0,8,0,5,32,9,5,0,5,5,0,1,10,5,0,0,1,8,8,8,8,9,2,2,8,0,8,8,0,8,8,0,8,8,0,1,8,8,98,8,8,8,8,8,0,98,8,8,8,8,2,8,3,5,8,0,1,1,1,5,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,2,8,8,1,3,3,3,1,1,2,3,2,2,2,2,1,1,9,1,2,1,1,80,96,50,91,1,5,0,3,3,2,1,0
2544,1,1,2,9,2,1,1,6,90,2,3,8,3,2,3,2,1,5,3,5,5,2,1,1,1,0,0,5,5,1,1,5,8,1,1,2,0,3,9,5,33,3,5,0,5,1,0,1,10,5,0,0,1,1,1,1,0,3,2,1,1,2,8,1,2,5,1,1,1,3,1,1,1,2,10,8,8,1,0,8,0,30,8,8,8,8,2,8,2,1,5,0,1,1,1,5,1,1,1,8,1,5,5,5,1,5,5,5,5,5,5,6,8,8,8,1,5,1,1,1,8,2,2,8,4,8,1,1,2,2,2,2,1,5,40,10,91,91,2,5,0,5,2,2,1,0
2545,1,1,2,1,2,1,1,1,30,4,4,8,4,2,9,9,9,9,0,8,8,1,0,2,1,0,0,1,5,5,1,1,8,5,0,3,0,3,5,5,11,4,1,2,5,5,0,5,91,0,6,5,5,5,8,5,1,2,2,1,2,2,5,3,2,5,1,2,5,1,3,8,1,2,10,6,1,7,1,8,0,60,8,8,1,2,1,2,4,5,5,0,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,8,5,1,5,2,2,1,1,3,2,1,1,2,2,1,1,1,1,2,1,2,20,95,50,91,1,5,0,5,4,1,1,0
2546,1,1,2,1,2,1,1,6,30,4,4,4,2,2,2,2,1,5,4,5,1,1,0,4,1,0,0,1,8,5,1,8,5,5,0,3,0,2,1,5,33,4,5,0,5,5,0,5,91,0,2,5,8,5,5,5,5,4,3,1,1,3,1,1,2,1,1,3,1,4,2,8,1,3,10,8,8,3,8,2,3,70,1,1,1,2,2,1,3,5,5,0,1,1,1,5,1,1,5,8,1,5,5,5,1,5,5,5,5,5,5,6,1,2,5,1,2,3,2,1,2,8,3,8,3,3,2,1,1,1,1,3,5,3,0,96,20,91,1,2,0,5,1,2,1,0
2547,3,1,2,1,2,1,1,1,90,3,2,1,1,2,4,2,2,5,4,5,5,1,0,1,1,0,0,1,5,5,1,5,5,1,1,1,7,4,5,5,10,3,5,0,5,5,0,5,91,0,6,5,1,5,5,1,9,2,2,1,2,2,1,2,2,5,5,0,5,1,2,5,1,2,10,8,1,2,5,2,1,30,5,5,0,1,1,8,3,5,5,0,1,1,1,1,5,5,5,5,5,1,1,1,1,5,5,5,1,5,5,2,2,2,1,1,2,4,1,1,1,2,3,3,3,3,1,1,2,2,2,1,1,5,0,10,91,91,1,5,0,5,3,1,1,0
2548,1,1,1,2,2,9,1,6,30,4,4,1,1,2,1,2,1,8,0,5,5,1,0,3,1,0,0,1,5,1,5,5,1,1,5,1,7,3,9,8,32,0,5,0,8,5,0,1,20,5,0,0,5,8,8,5,8,1,3,1,1,1,5,1,1,5,1,2,5,1,2,8,1,2,30,8,8,8,8,8,0,98,5,1,1,2,8,8,4,1,1,3,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,0,2,1,3,1,3,2,2,2,1,8,2,1,3,2,1,1,1,1,1,1,1,0,60,91,91,1,5,0,2,2,2,2,0
2549,3,1,1,1,2,1,1,1,20,3,4,1,2,2,4,8,1,2,9,5,5,1,0,4,1,0,0,5,5,5,1,5,5,1,1,1,7,4,7,1,10,5,5,0,5,5,0,5,91,0,3,5,5,5,5,5,5,4,2,1,1,4,1,1,2,1,1,3,1,1,3,1,1,3,10,8,5,2,5,2,3,60,1,1,5,2,1,4,3,1,1,3,1,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,2,1,1,1,1,5,1,1,1,2,2,2,2,3,2,2,1,1,1,1,1,5,1,30,40,91,91,1,5,0,5,3,1,1,0
2550,1,8,1,3,2,7,1,6,30,4,4,8,8,8,8,2,1,2,9,8,8,8,0,4,1,0,0,1,5,8,8,5,1,5,0,2,0,4,7,5,11,0,1,2,5,5,0,1,10,8,0,0,8,5,8,5,5,9,4,1,1,2,4,3,2,8,1,1,8,2,1,8,8,1,30,8,8,7,8,1,9,90,5,8,1,8,2,8,8,8,8,0,5,1,5,1,8,5,5,8,8,5,5,5,1,5,5,5,5,5,5,8,0,8,4,1,2,2,2,1,1,2,2,8,8,2,1,1,9,1,3,3,5,1,80,96,50,91,3,5,0,5,5,2,1,0
2551,2,8,1,9,2,8,1,6,90,1,3,3,4,2,4,2,1,5,4,5,5,1,0,3,1,0,0,1,1,5,1,1,5,5,0,2,0,1,3,5,11,4,1,2,5,1,0,1,10,5,0,0,1,5,5,5,5,9,3,1,1,2,1,2,3,5,4,3,5,3,2,5,1,2,10,6,1,7,1,2,3,50,1,1,1,2,2,5,3,1,1,1,1,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,1,6,1,2,2,1,5,2,2,1,1,2,2,2,3,3,1,1,2,2,2,2,5,1,0,30,91,91,1,1,2,1,4,1,1,0
2552,2,3,1,9,2,2,1,6,10,3,1,3,3,2,3,2,4,5,4,5,5,2,3,3,5,5,2,1,1,5,1,5,5,5,0,2,0,3,3,5,11,2,1,2,1,0,5,1,10,5,0,0,5,5,5,5,1,4,2,1,2,1,3,1,1,5,1,1,5,1,2,5,1,8,10,8,5,2,5,8,0,90,1,1,1,2,1,5,4,5,5,0,1,1,1,1,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,2,1,1,2,3,1,1,2,1,8,3,3,2,3,2,1,1,2,0,3,2,1,3,0,20,91,91,1,5,0,5,1,1,1,0
